time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-01-11T18:55:04.840Z,18.348,96.0162,10,4.7,mb,,69,2.781,0.93,us,us2000cpaz,2018-04-03T01:40:27.040Z,"46km WSW of Pyu, Burma",earthquake,8,1.9,0.085,42,reviewed,us,us
2018-01-11T18:53:05.320Z,18.4286,96.1265,10,4.6,mb,,96,2.673,0.64,us,us2000cpb5,2018-04-03T01:40:27.040Z,"32km W of Pyu, Burma",earthquake,7.2,1.9,0.092,35,reviewed,us,us
2018-01-11T18:43:59.650Z,18.4183,96.0697,10,4.9,mww,,28,3.579,1.1,us,us2000cig2,2018-04-03T01:40:27.040Z,"39km W of Pyu, Burma",earthquake,6.5,1.8,0.098,10,reviewed,us,us
2018-01-11T18:42:59.510Z,18.4505,96.1686,10,5.2,mb,,62,2.656,1.02,us,us2000cifw,2018-04-03T01:40:27.040Z,"28km W of Pyu, Burma",earthquake,7.2,1.8,0.073,63,reviewed,us,us
2018-01-11T18:38:11.980Z,18.3156,96.1079,10,4.9,mww,,53,2.735,1.05,us,us2000cifm,2018-04-03T01:40:27.040Z,"39km WSW of Pyu, Burma",earthquake,4.7,1.7,0.103,9,reviewed,us,us
2018-01-11T18:28:38.430Z,18.4229,95.9558,10,5.2,mb,,63,2.835,0.72,us,us2000cpbb,2018-04-03T01:40:27.040Z,"48km E of Paungde, Burma",earthquake,7.7,1.6,0.057,102,reviewed,us,us
2018-01-11T18:26:24.240Z,18.3719,96.0717,9,6,mww,,29,2.759,1.01,us,us2000cifa,2018-04-03T01:40:27.040Z,"40km WSW of Pyu, Burma",earthquake,6.3,1.8,0.052,35,reviewed,us,us
2018-01-07T06:47:15.780Z,24.7382,94.9055,33,5.6,mww,,17,0.748,0.63,us,us1000c1my,2018-03-23T23:16:53.040Z,"85km E of Yairipok, India",earthquake,6.2,1.8,0.054,33,reviewed,us,us
2018-01-04T19:57:33.330Z,6.7749,95.2613,214.8,4.7,mb,,119,2.273,1.08,us,us1000c0ta,2018-03-23T23:16:50.040Z,"97km N of Sabang, Indonesia",earthquake,8.6,7.7,0.078,50,reviewed,us,us
2018-01-03T17:28:36.690Z,30.408,96.9096,10,4.5,mb,,55,6.577,1.31,us,us1000bzdq,2018-03-23T23:16:49.040Z,"39km N of Baima, China",earthquake,7.9,1.9,0.08,46,reviewed,us,us
2018-01-02T20:47:43.780Z,7.1265,92.1669,29.62,4.9,mb,,94,4.536,0.81,us,us1000bz3y,2018-03-23T23:16:48.040Z,"157km SW of Mohean, India",earthquake,7.5,5,0.064,76,reviewed,us,us
2017-12-31T16:02:59.920Z,34.0591,87.0347,15.81,4.5,mb,,90,6.084,0.79,us,us1000byje,2018-03-17T01:54:40.040Z,"Western Xizang",earthquake,8,4.4,0.077,50,reviewed,us,us
2017-12-29T16:19:14.310Z,26.6901,96.1232,76.88,4.7,mb,,55,2.952,0.92,us,us1000bxqd,2018-03-17T01:54:38.040Z,"66km ESE of Khonsa, India",earthquake,7.6,7.2,0.06,83,reviewed,us,us
2017-12-29T11:29:37.610Z,8.4361,92.415,17.07,5.1,mww,,58,3.215,0.8,us,us1000bxm9,2018-03-17T01:54:38.040Z,"112km WNW of Mohean, India",earthquake,7.4,3.9,0.086,13,reviewed,us,us
2017-12-28T20:23:34.350Z,22.0556,94.4044,85.37,5,mww,,48,0.946,0.81,us,us1000bx9g,2018-03-17T01:54:37.040Z,"75km W of Monywa, Burma",earthquake,6.5,4.7,0.073,18,reviewed,us,us
2017-12-23T15:45:00.470Z,23.4302,94.6812,111.27,4.6,mb,,93,0.868,0.79,us,us1000bve1,2018-03-14T00:58:27.040Z,"35km SE of Mawlaik, Burma",earthquake,6,6,0.081,46,reviewed,us,us
2017-12-22T15:58:49.710Z,10.0394,93.0186,33.89,4.8,mww,,62,1.628,0.81,us,us1000bv1g,2018-03-14T00:58:26.040Z,"182km S of Port Blair, India",earthquake,7.1,4.2,0.098,10,reviewed,us,us
2017-12-19T17:40:55.590Z,29.964,95.0865,27.66,5.1,mb,,23,3.45,0.67,us,us1000bt6r,2018-03-14T00:58:23.040Z,"65km WNW of Zhamog, China",earthquake,7.2,4.2,0.039,217,reviewed,us,us
2017-12-19T13:23:32.100Z,9.7595,93.5468,15.89,4.9,mb,,49,2.042,0.71,us,us1000bt2a,2018-03-14T00:58:22.040Z,"199km N of Mohean, India",earthquake,6.5,4.3,0.074,57,reviewed,us,us
2017-12-17T06:20:41.840Z,27.6391,94.2556,15.94,4.6,mb,,113,2.979,0.65,us,us2000c5d1,2018-03-14T00:58:20.040Z,"36km WNW of Dhemaji, India",earthquake,5.2,4.9,0.087,40,reviewed,us,us
2017-12-11T16:49:48.970Z,11.8055,93.8373,136.55,4.6,mb,,84,5.755,0.99,us,us2000c2v8,2018-03-06T00:49:36.040Z,"119km E of Port Blair, India",earthquake,9.5,7.7,0.074,54,reviewed,us,us
2017-12-11T03:35:13.720Z,25.725,90.8605,10,4.6,mb,,80,0.912,0.94,us,us2000c2rj,2018-03-06T00:49:35.040Z,"46km WNW of Nongstoin, India",earthquake,5.7,1.9,0.078,49,reviewed,us,us
2017-12-10T22:58:55.730Z,34.3183,78.5677,35.55,4.6,mb,,80,4.452,0.48,us,us2000c2q3,2018-03-06T00:49:35.040Z,"92km E of Leh, India",earthquake,8.1,6.2,0.091,36,reviewed,us,us
2017-12-10T21:37:05.140Z,29.9322,95.0733,24.12,4.5,mb,,72,3.436,0.79,us,us2000c2pc,2018-03-06T00:49:35.040Z,"66km W of Zhamog, China",earthquake,7.8,4.6,0.09,36,reviewed,us,us
2017-12-09T10:43:07.020Z,33.4204,76.9149,20.3,4.7,mb,,83,3.054,1,us,us2000c2cc,2018-02-28T02:32:34.040Z,"93km N of Kyelang, India",earthquake,7.3,3.2,0.064,74,reviewed,us,us
2017-12-08T02:51:18.860Z,27.7618,86.1471,10,5,mb,,40,4.781,0.68,us,us2000c1xk,2018-02-28T02:32:32.040Z,"28km SE of Kodari, Nepal",earthquake,8.5,1.8,0.046,151,reviewed,us,us
2017-12-06T23:41:58.540Z,27.45,65.7132,12.47,5.3,mww,,60,7.528,0.55,us,us2000c1ee,2018-02-28T02:32:30.040Z,"97km WSW of Khuzdar, Pakistan",earthquake,7.4,4.3,0.075,17,reviewed,us,us
2017-12-06T15:19:49.970Z,30.6339,79.1601,10,5.1,mb,,50,5.831,0.75,us,us1000bmru,2018-02-28T02:32:29.040Z,"35km NW of Pipalkoti, India",earthquake,8.1,1.8,0.04,199,reviewed,us,us
2017-12-03T09:47:14.290Z,22.3606,94.5037,96.76,4.7,mb,,89,0.881,0.83,us,us1000bkj3,2018-02-28T02:32:23.040Z,"70km WNW of Monywa, Burma",earthquake,6.7,6.6,0.076,52,reviewed,us,us
2017-11-25T19:29:47.500Z,19.471,94.3463,62.54,4.5,mb,,64,3.024,0.64,us,us2000bucm,2018-02-14T02:01:15.040Z,"89km W of Thayetmyo, Burma",earthquake,6.5,6.2,0.082,44,reviewed,us,us
2017-11-23T07:13:47.230Z,29.9261,95.1799,10,4.7,mb,,53,3.529,0.74,us,us2000btfh,2018-02-14T02:01:12.040Z,"56km W of Zhamog, China",earthquake,8.9,1.9,0.082,45,reviewed,us,us
2017-11-23T02:14:16.930Z,29.8244,95.2161,26.27,4.5,mb,,53,3.557,0.6,us,us2000btdi,2018-02-14T02:01:11.040Z,"51km W of Zhamog, China",earthquake,8.6,5.6,0.071,58,reviewed,us,us
2017-11-22T03:42:40.190Z,35.0633,70.3351,78.71,4.6,mb,,100,1.184,0.94,us,us2000bsp9,2018-02-14T02:01:10.040Z,"44km NNE of Mehtar Lam, Afghanistan",earthquake,5.8,7.8,0.116,22,reviewed,us,us
2017-11-20T18:26:29.760Z,35.1672,86.4912,14.73,4.7,mb,,114,6.71,1.08,us,us2000bryf,2018-02-14T02:01:07.040Z,"Western Xizang",earthquake,8.9,3.8,0.079,48,reviewed,us,us
2017-11-20T08:48:02.250Z,23.6935,94.543,97.19,4.9,mb,,56,0.578,0.89,us,us2000brrl,2018-02-14T02:01:06.040Z,"14km ENE of Mawlaik, Burma",earthquake,7.8,7.2,0.101,31,reviewed,us,us
2017-11-18T00:32:01.910Z,29.9311,94.8843,10,5.1,mb,,23,3.273,0.73,us,us2000bqtu,2018-02-06T02:45:40.040Z,"63km NE of Nyingchi, China",earthquake,7.8,1.8,0.039,214,reviewed,us,us
2017-11-17T22:34:19.450Z,29.8333,94.9838,8,6.4,mww,,13,3.355,0.76,us,us2000bqsn,2018-02-06T02:45:40.040Z,"64km ENE of Nyingchi, China",earthquake,7,1.7,0.043,52,reviewed,us,us
2017-11-08T04:50:51.960Z,24.0923,91.2855,29.51,4.9,mb,,69,1.446,0.76,us,us2000bk8n,2018-01-31T03:04:42.040Z,"28km N of Agartala, India",earthquake,4,4.4,0.057,96,reviewed,us,us
2017-11-07T19:06:41.830Z,30.2645,87.4355,9.83,4.6,mb,,95,3.251,0.99,us,us2000bjyl,2018-01-31T03:04:42.040Z,"117km NNE of Ngamring, China",earthquake,4.3,4.2,0.065,72,reviewed,us,us
2017-11-07T18:58:50.870Z,29.4443,66.4555,17.62,5,mb,,97,5.536,0.88,us,us2000bjyb,2018-01-31T03:04:42.040Z,"43km ESE of Nushki, Pakistan",earthquake,8,4.2,0.052,118,reviewed,us,us
2017-11-06T03:09:03.590Z,29.6127,81.2918,10,4.6,mb,,149,8.558,0.5,us,us2000bj36,2018-01-31T03:04:40.040Z,"51km NE of Dipayal, Nepal",earthquake,9.1,1.9,0.09,37,reviewed,us,us
2017-11-04T16:34:07.350Z,34.1976,70.5572,68.57,4.5,mb,,73,1.298,1.23,us,us2000bigs,2018-01-24T01:25:09.040Z,"16km WNW of Markaz-e Woluswali-ye Achin, Afghanistan",earthquake,5.9,7.5,0.072,57,reviewed,us,us
2017-10-28T14:17:46.560Z,12.7959,95.4699,10,4.5,mb,,112,2.895,1.33,us,us2000bhyw,2018-01-17T21:50:37.040Z,"Andaman Islands, India region",earthquake,8.9,2,0.192,8,reviewed,us,us
2017-10-25T18:20:47.790Z,13.7225,92.9359,32.74,4.7,mb,,51,2.062,0.93,us,us1000awth,2018-01-17T21:50:33.040Z,"225km N of Bamboo Flat, India",earthquake,6,5.2,0.066,70,reviewed,us,us
2017-10-23T14:23:42.660Z,6.8047,92.5032,10,4.5,mb,,80,4.688,0.71,us,us1000avwb,2018-01-17T21:50:30.040Z,"156km SW of Mohean, India",earthquake,8.5,1.9,0.097,31,reviewed,us,us
2017-10-19T01:10:25.000Z,33.5105,76.2599,32.12,4.6,mb,,79,2.501,0.95,us,us1000atxi,2018-01-11T02:22:07.040Z,"50km ENE of Kishtwar, India",earthquake,7.3,5.1,0.056,94,reviewed,us,us
2017-10-12T07:52:28.400Z,32.074,95.0497,10,5.1,mb,,32,4.117,0.74,us,us1000aqmb,2018-01-09T02:14:56.040Z,"70km NNW of Gyamotang, China",earthquake,8.7,1.9,0.058,98,reviewed,us,us
2017-10-10T14:42:26.530Z,13.032,93.3537,52.75,4.6,mb,,126,1.492,0.82,us,us1000atp9,2018-01-09T02:14:54.040Z,"162km NNE of Bamboo Flat, India",earthquake,8,9.9,0.152,13,reviewed,us,us
2017-10-09T19:32:39.030Z,12.9368,92.4082,32.5,4.5,mb,,139,1.314,0.93,us,us1000ataj,2018-01-09T02:14:53.040Z,"140km NNW of Bamboo Flat, India",earthquake,6.6,5.9,0.163,11,reviewed,us,us
2017-10-06T14:00:31.480Z,11.9798,95.0763,10.08,5,mww,,89,2.306,0.98,us,us2000b1zv,2018-01-03T01:54:48.040Z,"255km E of Port Blair, India",earthquake,2.6,4.4,0.068,21,reviewed,us,us
2017-10-03T15:20:11.200Z,19.0907,95.0896,43.05,4.6,mb,,185,2.724,0.78,us,us1000apnq,2018-01-03T01:54:44.040Z,"26km SSW of Thayetmyo, Burma",earthquake,11.9,10.4,0.116,22,reviewed,us,us
2017-10-03T13:48:34.400Z,25.0388,94.7337,77.48,4.5,mb,,72,0.897,0.86,us,us2000b0gm,2018-01-03T01:54:44.040Z,"73km SSE of Phek, India",earthquake,4.1,7,0.09,36,reviewed,us,us
2017-10-02T23:31:42.640Z,12.8626,91.8995,27.25,4.7,mb,,87,1.456,0.99,us,us2000az70,2018-01-03T01:54:44.040Z,"156km NW of Bamboo Flat, India",earthquake,7.9,3.7,0.074,55,reviewed,us,us
2017-10-02T18:13:51.510Z,21.4428,94.5413,95.12,4.6,mb,,65,1.479,0.67,us,us2000axwl,2018-01-03T01:54:43.040Z,"59km WNW of Pakokku, Burma",earthquake,6.7,6.6,0.062,77,reviewed,us,us
2017-10-01T14:35:36.080Z,12.8898,92.3055,29.1,4.5,mb,,113,1.299,0.7,us,us2000axi8,2018-01-03T01:54:41.040Z,"139km NNW of Bamboo Flat, India",earthquake,7.9,4.6,0.104,27,reviewed,us,us
2017-10-01T12:49:04.640Z,12.7773,91.8903,28.55,4.6,mb,,130,1.392,0.78,us,us2000axhf,2018-01-03T01:54:41.040Z,"149km NW of Bamboo Flat, India",earthquake,8.7,4.7,0.095,33,reviewed,us,us
2017-09-23T00:14:11.480Z,34.2131,74.5944,35,4.6,mb,,109,4.078,0.61,us,us2000atf6,2017-12-19T01:54:12.040Z,"4km WSW of Sumbal, India",earthquake,7.9,1.9,0.061,80,reviewed,us,us
2017-09-17T21:49:08.620Z,21.6629,94.5729,97.03,4.5,mb,,56,1.328,0.77,us,us2000aplr,2017-12-19T01:54:02.040Z,"65km NW of Pakokku, Burma",earthquake,6.9,6.7,0.082,44,reviewed,us,us
2017-09-17T14:48:11.340Z,12.8183,92.0967,26.18,5,mb,,81,1.317,0.62,us,us2000at5x,2017-12-19T01:54:02.040Z,"140km NNW of Bamboo Flat, India",earthquake,8.4,4.6,0.08,50,reviewed,us,us
2017-09-17T10:27:11.790Z,12.7773,92.0628,33.35,4.5,mb,,164,1.298,0.99,us,us2000at5e,2017-12-19T01:54:01.040Z,"138km NNW of Bamboo Flat, India",earthquake,9.2,4.1,0.131,17,reviewed,us,us
2017-09-15T22:37:56.230Z,12.8855,91.8312,28.17,4.5,mb,,163,1.513,0.4,us,us2000anza,2017-12-13T02:29:45.040Z,"162km NW of Bamboo Flat, India",earthquake,10.3,5.9,0.15,13,reviewed,us,us
2017-09-15T01:36:48.460Z,18.83,94.8786,51.99,4.8,mb,,108,2.3,0.74,us,us2000an0z,2017-12-13T02:29:44.040Z,"35km W of Prome, Burma",earthquake,5.6,7.6,0.069,65,reviewed,us,us
2017-09-11T13:56:11.510Z,17.4028,95.9326,10,4.6,mb,,126,0.575,0.45,us,us2000ar0y,2017-12-13T02:29:38.040Z,"30km SSE of Tharyarwady, Burma",earthquake,4.4,1.9,0.103,28,reviewed,us,us
2017-09-06T00:10:55.750Z,10.2437,93.1611,83.98,5,mww,,43,1.461,0.95,us,us2000agg9,2017-12-07T20:00:15.040Z,"163km SSE of Port Blair, India",earthquake,8.3,4.5,0.089,12,reviewed,us,us
2017-09-05T22:40:58.850Z,29.5021,69.9891,25.67,4.6,mb,,88,4.993,0.89,us,us2000agek,2017-12-07T20:00:14.040Z,"38km W of Dajal, Pakistan",earthquake,7.3,3.7,0.078,49,reviewed,us,us
2017-09-05T18:06:36.970Z,7.8519,93.2674,51.55,4.9,mb,,174,3.814,1.03,us,us2000arp4,2017-12-07T20:00:14.040Z,"13km SSW of Mohean, India",earthquake,8.3,8.4,0.086,46,reviewed,us,us
2017-09-03T06:52:17.790Z,9.2814,93.1142,60.53,4.9,mb,,64,2.387,0.62,us,us2000aewh,2017-12-07T20:00:06.040Z,"147km N of Mohean, India",earthquake,7.7,2.9,0.058,94,reviewed,us,us
2017-09-02T21:59:49.260Z,34.014,83.4386,10,4.6,mb,,63,7.823,0.91,us,us2000aejm,2017-11-28T18:33:57.040Z,"206km NNW of Luring, China",earthquake,8,1.9,0.071,60,reviewed,us,us
2017-09-01T02:38:12.500Z,32.0662,82.6488,10,4.8,mb,,47,7.657,0.8,us,us2000adr4,2017-11-28T18:33:55.040Z,"147km W of Luring, China",earthquake,8.1,1.9,0.053,111,reviewed,us,us
2017-08-27T12:24:52.510Z,33.5732,72.998,32.11,4.6,mb,,155,0.238,1.34,us,us2000ac8j,2017-11-28T18:33:49.040Z,"7km WSW of Rawalpindi, Pakistan",earthquake,9.5,6.6,0.103,28,reviewed,us,us
2017-08-22T00:50:35.830Z,29.3871,81.1558,10,4.6,mb,,64,7.96,0.77,us,us2000aah5,2017-11-22T03:43:28.040Z,"25km NE of Dipayal, Nepal",earthquake,9.1,1.9,0.078,49,reviewed,us,us
2017-08-21T12:03:13.970Z,27.5881,86.1237,10,4.5,mb,,142,4.875,1.03,us,us2000aa5v,2017-11-22T03:43:27.040Z,"29km N of Ramechhap, Nepal",earthquake,7.1,1.8,0.079,47,reviewed,us,us
2017-08-21T01:14:35.080Z,30.4658,94.704,10,4.6,mb,,118,3.192,0.81,us,us2000aa26,2017-11-22T03:43:26.040Z,"49km SSW of Domartang, China",earthquake,11.3,1.9,0.101,29,reviewed,us,us
2017-08-21T01:12:14.320Z,30.3667,94.9281,10,4.9,mb,,95,3.361,0.77,us,us2000aa25,2017-11-22T03:43:26.040Z,"59km S of Domartang, China",earthquake,8.4,1.8,0.065,73,reviewed,us,us
2017-08-17T07:38:33.100Z,25.8288,94.5263,61.1,4.6,mb,,74,1.605,1.12,us,us2000a90q,2017-11-14T01:42:11.040Z,"15km S of Zunheboto, India",earthquake,8.3,8.9,0.119,21,reviewed,us,us
2017-08-12T17:10:01.370Z,30.3422,94.8528,28.2,5,mb,,38,3.293,0.57,us,us2000a7lp,2017-10-25T00:38:10.040Z,"61km S of Domartang, China",earthquake,8.4,4.9,0.051,120,reviewed,us,us
2017-08-11T03:34:53.600Z,13.639,92.8043,25.23,4.5,mb,,65,1.972,0.85,us,us2000a76w,2017-10-25T00:38:08.040Z,"214km N of Bamboo Flat, India",earthquake,7.6,5.3,0.092,35,reviewed,us,us
2017-08-06T03:48:35.660Z,6.3104,95.1161,36.71,4.8,mb,,110,2.115,0.64,us,us2000a5aw,2017-10-25T00:37:59.040Z,"51km NNW of Sabang, Indonesia",earthquake,9,7.9,0.065,72,reviewed,us,us
2017-08-02T18:18:08.620Z,24.3214,93.6199,53.23,5.1,mww,,41,0.627,0.92,us,us2000a3r9,2017-10-18T01:54:15.040Z,"4km WSW of Churachandpur, India",earthquake,6.2,5,0.103,9,reviewed,us,us
2017-07-17T13:23:00.400Z,20.9992,93.5667,46.16,4.6,mb,,91,1.635,0.66,us,us20009z0x,2017-10-11T01:03:51.040Z,"116km NE of Akyab, Burma",earthquake,8.6,6.3,0.107,26,reviewed,us,us
2017-07-15T16:56:18.150Z,30.6609,82.7985,51.53,4.6,mb,,66,7.272,0.61,us,us20009wlk,2017-10-06T23:56:19.040Z,"163km ENE of Burang, China",earthquake,8.7,6.7,0.051,112,reviewed,us,us
2017-07-13T05:03:31.770Z,23.5329,94.5573,89.22,4.8,mb,,70,0.732,0.58,us,us20009vw9,2017-10-06T23:56:16.040Z,"18km SE of Mawlaik, Burma",earthquake,6.1,6.4,0.088,40,reviewed,us,us
2017-07-10T10:44:46.240Z,10.4269,93.8907,42.73,4.5,mb,,170,1.66,0.57,us,us20009xxd,2017-10-06T23:56:12.040Z,"185km SE of Port Blair, India",earthquake,11.9,10,0.163,11,reviewed,us,us
2017-07-09T11:35:28.080Z,27.4842,64.7821,47.81,4.7,mb,,137,7.217,0.63,us,us100098cy,2017-10-06T23:56:10.040Z,"89km NE of Panjgur, Pakistan",earthquake,9.4,6.3,0.058,91,reviewed,us,us
2017-07-09T07:59:49.770Z,29.0249,95.7052,19.48,4.5,mb,,74,4.052,0.56,us,us100098ci,2017-10-06T23:56:10.040Z,"49km SE of Motuo, China",earthquake,8.2,5.1,0.089,37,reviewed,us,us
2017-07-08T10:12:31.400Z,34.6598,73.4405,22.29,4.7,mb,,62,1.016,0.75,us,us1000984s,2017-10-03T00:47:54.040Z,"31km NE of Baffa, Pakistan",earthquake,7.2,5.1,0.047,139,reviewed,us,us
2017-07-02T05:27:45.280Z,24.3592,94.7001,83.62,4.9,mb,,45,0.386,0.67,us,us100095u3,2017-10-03T00:47:44.040Z,"72km ESE of Yairipok, India",earthquake,3.9,5.1,0.07,64,reviewed,us,us
2017-07-02T01:58:27.200Z,27.2384,86.1159,10,4.8,mb,,98,5.048,0.82,us,us100095t8,2017-10-03T00:47:44.040Z,"10km SSE of Ramechhap, Nepal",earthquake,8,1.9,0.054,107,reviewed,us,us
2017-07-01T07:01:14.640Z,23.8429,94.7107,89.67,4.6,mb,,80,0.537,1.22,us,us100095q4,2017-09-27T02:03:21.040Z,"37km NE of Mawlaik, Burma",earthquake,6.5,6.2,0.085,41,reviewed,us,us
2017-06-25T15:44:16.860Z,6.2687,94.2975,83.56,4.5,mb,,59,2.831,0.72,us,us20009pmk,2017-09-27T02:03:12.040Z,"120km WNW of Sabang, Indonesia",earthquake,8.8,7.4,0.087,39,reviewed,us,us
2017-06-22T09:13:15.500Z,34.7453,69.4815,24.87,4.5,mb,,127,0.415,1.38,us,us20009p03,2017-08-23T16:35:47.040Z,"19km SW of Tagab, Afghanistan",earthquake,6.4,6.2,0.09,36,reviewed,us,us
2017-06-20T08:50:40.090Z,23.0408,94.4765,94.73,4.6,mb,,147,1.194,0.57,us,us20009pbi,2017-08-23T16:35:49.040Z,"65km S of Mawlaik, Burma",earthquake,7.4,11.1,0.173,10,reviewed,us,us
2017-06-18T22:35:46.460Z,24.6306,93.9674,21.47,4.6,mb,,89,0.501,0.63,us,us20009nhw,2017-08-23T16:35:44.040Z,"4km W of Thoubal, India",earthquake,6,5.9,0.071,59,reviewed,us,us
2017-06-14T09:06:06.430Z,34.8708,72.9161,25.09,4.7,mb,,64,1.251,1.02,us,us20009me4,2017-08-18T23:13:27.040Z,"23km NNW of Batgram, Pakistan",earthquake,4.4,6,0.083,44,reviewed,us,us
2017-06-13T19:38:18.360Z,33.616,91.076,35,4.8,mb,,44,3.901,0.61,us,us20009m7k,2017-08-18T23:13:26.040Z,"137km WSW of Tanggulashan, China",earthquake,7.9,1.9,0.04,196,reviewed,us,us
2017-06-12T00:09:05.310Z,6.4255,92.6617,31.58,4.5,mb,,135,4.426,0.52,us,us20009n1e,2017-08-18T23:13:23.040Z,"185km SSW of Mohean, India",earthquake,11.5,6.2,0.128,18,reviewed,us,us
2017-06-09T11:48:06.920Z,25.2784,95.1091,92.06,4.6,mb,,68,1.277,0.99,us,us20009mr4,2017-08-16T02:42:21.040Z,"74km SE of Phek, India",earthquake,4.8,8.8,0.146,14,reviewed,us,us
2017-06-08T00:56:54.020Z,33.615,91.0601,10,4.6,mb,,51,3.9,0.6,us,us20009l7r,2017-08-16T02:42:20.040Z,"139km WSW of Tanggulashan, China",earthquake,8.3,1.8,0.066,68,reviewed,us,us
2017-06-01T22:55:54.880Z,28.9744,76.7797,10,4.7,mb,,69,5.545,0.76,us,us20009j48,2017-08-15T02:26:50.040Z,"12km NW of Kharkhauda, India",earthquake,8.3,1.8,0.045,150,reviewed,us,us
2017-05-29T13:53:29.160Z,33.2999,75.9276,35.9,4.5,mb,,165,5.472,0.7,us,us10008w1v,2017-08-15T02:26:45.040Z,"15km E of Kishtwar, India",earthquake,10,8.5,0.064,71,reviewed,us,us
2017-05-21T17:38:11.660Z,11.5138,95.0885,20.77,4.6,mb,,117,2.301,1.1,us,us10008u1l,2017-08-10T01:33:57.040Z,"255km E of Port Blair, India",earthquake,7.8,6,0.12,21,reviewed,us,us
2017-05-19T00:02:33.540Z,33.0204,76.1431,42.99,4.5,mb,,107,6.103,0.79,us,us10008tgd,2017-08-05T03:32:11.040Z,"40km E of Bhadarwah, India",earthquake,10,8.4,0.083,42,reviewed,us,us
2017-05-18T23:07:04.660Z,30.3205,96.8954,28.76,4.5,mb,,48,5.04,0.71,us,us10008tg3,2017-08-05T03:32:11.040Z,"29km N of Baima, China",earthquake,8.7,5.4,0.059,83,reviewed,us,us
2017-05-17T17:45:54.770Z,12.7126,93.5971,100.98,4.6,mb,,68,1.341,0.67,us,us10008t21,2017-08-05T03:32:10.040Z,"147km NE of Port Blair, India",earthquake,8.7,6.2,0.067,66,reviewed,us,us
2017-05-17T16:19:30.230Z,34.2997,69.4223,13.2,4.5,mb,,76,0.395,0.91,us,us10008t1f,2017-08-05T03:32:10.040Z,"24km NW of Hukumati Azrow, Afghanistan",earthquake,6.2,1.5,0.076,51,reviewed,us,us
2017-05-16T14:04:40.080Z,11.4865,95.052,20.79,4.6,mb,,111,2.268,0.53,us,us10008sqi,2017-08-05T03:32:09.040Z,"251km E of Port Blair, India",earthquake,8,3.6,0.129,18,reviewed,us,us
2017-05-05T17:58:35.880Z,13.7401,92.548,19.13,5,mb,,68,2.08,0.63,us,us10008puy,2017-07-29T03:16:23.040Z,"226km N of Bamboo Flat, India",earthquake,6.9,3.8,0.05,129,reviewed,us,us
2017-05-01T18:59:31.990Z,11.7813,94.8399,28.01,4.7,mb,,71,2.056,0.86,us,us10008mp9,2017-07-29T03:16:13.040Z,"228km E of Port Blair, India",earthquake,7.5,4.9,0.072,58,reviewed,us,us
2017-04-18T14:01:34.540Z,25.0632,91.6394,34.06,4.5,mb,,129,0.538,1.29,us,us10008n34,2017-07-11T01:48:36.040Z,"4km NW of Chhatak, Bangladesh",earthquake,5.5,6.9,0.163,11,reviewed,us,us
2017-04-18T05:11:55.400Z,33.9575,76.422,51.3,4.6,mb,,107,2.643,0.95,us,us10008ii5,2017-07-11T01:48:36.040Z,"73km SSE of Kargil, India",earthquake,4.2,7.5,0.083,43,reviewed,us,us
2017-04-05T16:44:36.740Z,14.4592,93.0491,31.8,5.3,mb,,49,3.829,0.85,us,us10008ep4,2017-06-23T07:26:32.040Z,"Andaman Islands, India region",earthquake,7.3,4.1,0.052,126,reviewed,us,us
2017-03-26T21:42:11.940Z,27.1419,88.5534,24.39,4.5,mb,,116,2.934,0.81,us,us20008uvs,2017-06-16T23:07:58.040Z,"5km SSE of Rangpo, India",earthquake,6.6,5.5,0.069,62,reviewed,us,us
2017-03-25T02:05:56.400Z,25.0469,95.0201,104,4.5,mb,,110,1.044,0.91,us,us20008uhk,2017-06-12T19:46:56.040Z,"86km SE of Phek, India",earthquake,5.9,5.4,0.088,38,reviewed,us,us
2017-03-24T01:23:31.050Z,29.1084,67.1771,18.04,4.9,mb,,37,5.643,0.88,us,us20008u6b,2017-06-12T19:46:55.040Z,"57km E of Kalat, Pakistan",earthquake,6.6,3.8,0.046,147,reviewed,us,us
2017-03-19T08:57:06.970Z,9.9624,93.5567,35.85,4.6,mb,,116,1.862,0.69,us,us20008t5c,2017-06-12T19:46:49.040Z,"208km SSE of Port Blair, India",earthquake,7.5,8,0.079,48,reviewed,us,us
2017-03-18T00:31:34.450Z,27.3067,65.5377,24.28,4.6,mb,,104,7.448,0.87,us,us20008swt,2017-06-07T00:33:43.040Z,"99km NNE of Awaran, Pakistan",earthquake,8.5,5.5,0.068,65,reviewed,us,us
2017-03-17T14:01:43.070Z,11.1741,92.8778,46.01,4.8,mb,,61,0.496,1.31,us,us20008spa,2017-06-07T00:33:42.040Z,"56km SSE of Port Blair, India",earthquake,8.9,6.6,0.109,26,reviewed,us,us
2017-03-14T02:51:16.770Z,6.1457,92.3044,10,6,mww,,29,4.709,0.69,us,us100088sf,2017-06-07T00:33:38.040Z,"230km SSW of Mohean, India",earthquake,7.5,1.8,,,reviewed,us,us
